Unif Exp CLorentz
0.35694 1.19791 -5.48698
0.567182 1.20532 1.1489
0.494968 0.972078 10.3421
0.569898 1.0063 0.464218
0.252892 1.5293 -0.214819
0.572781 0.613975 -7.74757
0.388292 1.2294 -1.82254
0.579511 0.833037 -0.193792
0.477008 0.832902 4.27423
0.470731 0.754404 -0.0459779
0.489776 0.770762 0.640275
0.529947 0.92515 -0.174652
0.462457 0.980857 -3.33513
0.609862 1.1936 1.85378
0.498777 1.27992 0.780348
0.594649 1.06753 0.865002
0.645402 0.838627 0.0580774
0.579243 1.32007 -0.471607
0.585863 0.873614 2.26512
0.465594 0.550869 1.08404
0.424039 0.713539 -0.956185
0.548334 1.02359 13.6716
0.568879 0.881138 5.77692
0.496507 0.854442 -0.261886
0.376492 0.624951 0.551475
0.589379 0.797399 -0.89167
0.527819 1.63031 0.093085
0.475759 0.667252 0.251559
0.481646 1.4091 0.22622
0.528303 0.990057 -0.347091
0.492854 1.14128 0.589466
0.574843 1.59298 -0.816952
0.561275 1.02446 -2.1106
0.513357 0.793045 -0.979356
0.501589 0.847313 -0.456727
0.548756 1.27067 -1.85441
0.611009 0.757769 -0.32883
0.508705 0.89303 -5.15698
0.458326 0.981441 26.6395
0.470093 1.1082 0.705765
0.511923 0.612207 -8.25975
0.413124 1.46214 -1.57688
0.339857 1.06831 1.42765
0.359158 0.967072 1.8902
0.413719 0.905566 -0.597012
0.771963 0.745537 -0.440692
0.478993 0.748059 -0.282112
0.427812 1.32076 3.59264
0.354735 1.54428 -6.55193
0.593462 1.26985 -1.40673
0.418788 0.713058 -0.704834
0.5853 0.507522 -8.98204
0.433192 1.3735 1.28154
0.398513 0.890092 -0.389169
0.667121 0.928932 -0.539699
0.459722 0.973649 5.62732
0.468338 0.421529 1.67015
0.525909 1.14271 -1.86748
0.592999 1.26434 -4.4114
0.369324 1.05676 0.592935
0.389341 1.18246 -2.92547
0.483087 1.44499 1.03497
0.492712 1.26824 -6.77105
0.533214 1.46537 -0.568753
0.564037 0.709362 -1.13554
0.575364 0.90239 -0.66374
0.415635 0.62497 2.05059
0.541616 0.402426 1.286
0.528814 1.244 0.532374
0.364605 1.64585 0.789446
0.476219 0.604874 1.43661
0.4112 0.882622 0.50853
0.505172 0.58636 -7.50483
0.60125 0.523288 0.929642
0.490439 1.129 0.367096
0.431538 1.01021 -0.725044
0.587691 0.681617 -0.683197
0.441583 1.07679 -0.337279
0.561669 1.35177 0.029212
0.364178 0.490169 -1.26187
0.462368 0.850597 0.527568
0.405116 0.838264 1.33558
0.502666 1.54305 -1.99233
0.586298 1.31772 1.4055
0.463504 1.3732 -1.51909
0.644896 0.574821 0.699084
0.417098 0.671589 -8.1117
0.476389 0.821567 -0.319807
0.601543 0.912539 -1.74286
0.496548 0.912137 0.212624
0.575734 1.54475 -2.36399
0.519859 1.00507 0.365449
0.593462 1.25101 -0.495895
0.439803 0.759798 0.2534
0.409144 1.10579 -0.512893
0.567942 0.516257 -2.14613
0.501567 0.836137 -109.02
0.449264 1.2176 -0.826894
0.50049 1.33754 -0.0617601
0.613751 1.68532 0.767815
0.435742 1.06122 -0.835073
0.529087 0.880162 0.213893
0.398687 1.25369 -0.629017
0.454783 1.35505 0.421633
0.398416 1.46448 0.0763904
0.619274 1.05737 0.764079
0.483945 0.981383 -0.661838
0.591662 0.891883 -1.98634
0.550747 1.0521 0.343987
0.429197 0.679065 1.42064
0.604413 0.857261 1.34505
0.568372 1.07485 -0.182092
0.352733 0.829323 -1.66438
0.596972 0.551697 1.78845
0.564377 1.09415 3.35877
0.68968 0.669869 2.73946
0.479175 1.30541 8.27251
0.49126 1.02293 4.45552
0.481167 0.903467 -0.163416
0.456963 0.693873 5.33826
0.53764 1.17207 0.601481
0.465036 0.890451 1.78138
0.539662 0.490736 2.95933
0.544068 1.17462 0.830348
0.613797 1.98436 -0.157991
0.538844 1.36124 -0.331562
0.659983 0.777469 1.50867
0.490345 0.794838 -0.268987
0.543695 0.665164 1.6968
0.534021 0.895179 4.55053
0.455713 1.11571 -0.553328
0.318442 0.794552 0.628049
0.561811 0.733525 -6.20564
0.594342 0.973166 2.84605
0.496653 1.20221 -1.44366
0.589922 0.859031 1.73246
0.597862 1.16366 -2.01922
0.427507 0.62082 2.58542
0.601903 0.224407 -0.066712
0.492231 0.606948 -0.547785
0.594648 0.376008 -0.0541949
0.665856 0.696347 15.3646
0.575716 0.956797 -0.101023
0.506019 1.03329 -0.100971
0.493367 1.12978 1.11494
0.688683 1.40234 0.523633
0.56034 0.767292 -4.42381
0.432284 0.857827 4.35667
0.482095 0.468024 0.270352
0.566452 0.635617 -2.99077
0.416746 1.12979 0.562889
0.664268 1.04415 -0.014648
0.427317 1.56652 -1.09337
0.580243 0.945029 1.091
0.455884 1.13123 0.762814
0.469516 0.977932 30.7127
0.307633 1.17328 4.52682
0.737662 0.862768 -0.913284
0.52981 1.90719 -0.893235
0.402971 1.13771 0.0831406
0.542967 0.87261 1.64183
0.649469 1.32204 0.650424
0.453762 1.47503 -0.058116
0.402449 1.19193 0.380142
0.461842 1.17467 3.12253
0.449116 1.5365 -0.415616
0.466964 0.504521 0.787459
0.523299 0.731559 -2.42903
0.473486 1.44347 -0.194721
0.430369 0.913667 -0.218235
0.55167 0.671931 9.02286
0.54954 0.768273 1.37547
0.41076 0.58129 1.90126
0.546159 0.611771 1.24485
0.316675 1.10933 0.748339
0.374211 1.15517 -0.326475
0.584125 0.715918 -1.07729
0.454756 1.1407 -2.30741
0.513232 1.52122 -0.775108
0.57216 1.45325 0.106961
0.436067 0.854028 -2.36463
0.417359 1.02736 -2.82282
0.58804 0.937981 -0.512519
0.59396 1.06351 -0.555809
0.409639 0.519144 0.437674
0.444137 0.712852 0.627607
0.489692 0.974248 -0.510972
0.490098 1.27004 0.125966
0.443972 0.584876 0.638915
0.453744 1.2096 -1.43542
0.531668 0.802883 -0.436103
0.630072 0.675913 -0.857747
0.683854 0.397727 1.20902
0.454283 1.88039 -0.313869
0.476711 0.579765 -0.650583
0.411479 1.2617 -0.940413
0.539674 0.497176 -1.21632
0.471677 0.494621 1.90736
0.444109 0.618943 -3.7259
0.359663 0.845413 3.40699
0.558246 0.926514 -1.59796
0.344365 1.13301 0.294073
0.353149 1.31951 -0.505563
0.398952 0.534132 -0.477185
0.664276 1.09065 -0.601803
0.571219 1.36843 4.43979
0.502711 0.759227 -0.98424
0.531974 1.05499 0.384706
0.406404 0.445772 2.30957
0.342525 0.898745 -1.7147
0.448704 1.27459 -0.666971
0.394039 0.948621 -1.28194
0.491024 1.06963 0.327257
0.501874 0.762059 0.534178
0.377755 1.89623 -25.3064
0.654997 0.681966 0.0966068
0.411265 0.929388 -0.0409393
0.57975 0.791914 -1.14677
0.48728 0.904222 -0.815582
0.421508 0.699784 0.0988431
0.377751 1.65372 -3.79997
0.507573 0.888325 0.234778
0.368782 1.26927 -0.623779
0.548067 0.751214 0.226563
0.431982 1.12561 2.13919
0.463944 1.82603 0.8571
0.352968 1.6185 0.164235
0.495654 0.411244 1.51684
0.572386 1.15516 -0.560641
0.522786 1.02657 2.83304
0.311943 1.06958 0.0832997
0.382299 0.637988 1.09901
0.547306 0.462779 -0.0732284
0.366051 0.659151 -0.0853688
0.525508 0.887465 -11.63
0.450359 0.673371 0.00576649
0.468431 1.9511 3.13412
0.391634 0.728988 -0.561352
0.405284 0.558808 -0.901222
0.53074 0.911683 -3.55668
0.372359 1.09712 0.526712
0.490114 0.637879 -0.181752
0.532101 1.42335 0.194528
0.414802 0.730956 -0.155484
0.507248 0.660614 1.66279
0.381869 0.498429 -0.274836
0.59882 0.515785 0.533052
0.45011 1.06926 -2.13443
0.245669 1.24662 18.2633
0.699152 0.747903 1.29168
0.462467 0.945821 1.03983
0.556707 1.6146 0.917987
0.524059 1.36939 -4.02955
0.465603 0.737505 -3.46001
0.59628 1.04422 -6.71368
0.316016 1.14324 -0.495661
0.583342 0.680269 1.01848
0.468714 1.04588 0.491106
0.493996 0.970122 0.27308
0.514983 0.960516 -0.884079
0.434517 1.18407 -1.32734
0.538667 1.08633 -3.0511
0.515397 0.924425 0.784295
0.5335 1.14392 2.48655
0.497254 0.754696 -0.111783
0.539999 1.3147 9.26756
0.473896 1.07628 0.598102
0.543657 0.911769 6.6217
0.558723 0.74856 0.424431
0.450456 0.871712 -0.596975
0.653617 0.871563 -0.824433
0.644812 0.48258 -4.74954
0.474124 1.41376 -1.44759
0.344409 0.785925 -1.62663
0.405182 1.24727 0.0863883
0.488951 0.749878 -0.332336
0.479585 0.990463 -3.90628
0.516158 0.984622 -0.0200385
0.506102 0.916996 1.1137
0.45627 0.948781 -0.136265
0.512354 1.28018 0.722082
0.571413 0.68429 2.62043
0.483414 1.11202 0.0519399
0.321392 0.831483 0.770902
0.732359 1.55844 3.0442
0.683226 0.830227 -1.15572
0.382909 1.19368 -0.62983
0.506084 1.34176 0.781812
0.413511 1.06029 -0.385393
0.551597 0.811155 1.15984
0.531029 1.47812 0.785924
0.544826 0.928144 -1.51741
0.422279 0.592808 -4.96884
0.32397 0.935214 7.44072
0.372206 1.38163 11.2093
0.395031 0.981015 10.3215
0.525316 1.22888 -0.781907
0.626773 0.829146 0.868561
0.476166 1.41052 -0.514761
0.504213 0.981009 -5.32285
0.467134 0.768085 1.18283
0.526157 0.474492 -1.34456
0.496412 0.913581 1.88587
0.601837 1.20285 3.44467
0.533025 0.769057 -7.73122
0.579029 0.827409 1.12696
0.522837 1.23935 6.28883
0.514074 0.915707 0.855123
0.461671 0.881957 -0.528855
0.553472 2.01851 -12.8739
0.50813 0.736621 -0.124223
0.405155 0.62155 39.8333
0.496077 0.97861 1.79461
0.39058 1.06419 2.00704
0.559345 0.926206 2.32339
0.529466 0.866158 -3.11125
0.460703 0.92642 -14.6654
0.547737 0.756144 -1.34148
0.572755 0.770065 -2.38773
0.434015 1.27758 2.41444
0.626875 1.2315 -0.186596
0.406314 0.988394 -0.0596079
0.451793 1.62459 0.787535
0.381367 1.78382 3.38774
0.677782 1.23931 1.34468
0.444745 1.27306 4.63134
0.584621 0.8842 1.32166
0.468602 1.23269 -0.506678
0.408581 0.685661 1.87326
0.470892 0.73382 2.5812
0.669591 0.904543 -1.63547
0.298333 0.987897 1.18661
0.496341 1.08411 0.0547416
0.5756 1.21172 -0.765702
0.563568 1.19755 -3.67341
0.513269 0.582063 0.218342
0.448808 1.50329 3.50577
0.512289 0.912513 0.159793
0.389808 0.607306 0.944445
0.636315 0.869019 -0.202607
0.390145 1.03534 0.198794
0.425422 1.125 0.964777
0.478808 1.25643 -2.19116
0.563623 0.94976 -2.55612
0.366063 1.82544 -0.83187
0.443638 0.906959 0.393045
0.527263 0.828026 11.1166
0.438505 1.33252 0.95821
0.549952 0.889294 0.787544
0.521309 1.02184 -0.823967
0.546962 0.668624 -1.14115
0.389594 1.83369 0.602531
0.40584 1.35442 -0.97971
0.655269 1.05863 16.9933
0.537223 0.631835 0.676597
0.447078 1.26361 -1.39246
0.413251 0.54606 -1.91236
0.421409 1.15951 -1.15264
0.451131 0.965696 1.19841
0.456335 1.36459 -0.411659
0.483216 0.922798 -1.66716
0.468801 0.927453 -2.55646
0.337584 0.531828 0.571194
0.388729 0.984101 0.931933
0.593945 0.701618 1417.65
0.477008 0.827442 -1.78853
0.527902 1.02895 0.208527
0.504844 1.31613 5.81944
0.448849 0.598524 1.59707
0.425173 1.27682 0.426273
0.597402 0.749711 0.742588
0.455846 0.510065 -1.72769
0.608868 0.759061 18.9308
0.339473 0.669485 -1.56706
0.56914 1.68615 0.177711
0.514176 1.29249 1.21406
0.475226 1.24407 3.09812
0.578483 0.641779 0.013766
0.638669 0.876742 1.08578
0.405227 0.729333 0.362262
0.497997 0.636474 13.691
0.483957 0.909362 -0.295213
0.485448 1.13499 0.0190827
0.567122 1.47128 -4.21043
0.560058 1.34337 1.43417
0.567519 0.807079 -3.16643
0.598184 0.901195 17.7971
0.496195 1.36938 0.692231
0.33524 0.935326 0.559635
0.421715 0.797525 0.640154
0.378179 2.01392 -0.859941
0.541231 0.658383 0.283366
0.643687 0.901743 -0.590183
0.536839 0.871323 -2.00704
0.496416 1.01822 10.1424
0.389993 0.936244 1.79673
0.226681 1.35894 1.17619
0.572931 1.08167 0.564972
0.566866 1.15199 1.87593
0.547045 0.641921 -3.5727
0.537379 0.899075 0.572157
0.579301 1.15106 0.607583
0.66022 1.11019 -0.207221
0.532329 0.908367 -6.20445
0.493147 1.02234 0.493878
0.671908 0.815166 0.715947
0.618941 1.28943 0.943975
0.435433 1.75519 1.26357
0.559386 0.988062 0.406552
0.47189 1.29256 -31.0978
0.446284 0.600077 2.29437
0.540962 0.808367 1.54066
0.533974 1.91918 2.22991
0.576509 0.59193 2.30152
0.628628 1.40671 1.28038
0.595883 1.25873 0.915236
0.675642 1.04734 -0.392636
0.47674 1.21814 -4.30034
0.312186 1.69194 -2.81626
0.62018 1.49326 0.505427
0.368857 1.67043 0.121928
0.55372 1.40707 1.03231
0.491887 0.847355 -2.42095
0.467642 0.918824 -0.825996
0.541973 0.71516 -3.27506
0.379209 1.22967 0.851756
0.581935 0.698722 -0.596546
0.52406 1.459 0.0169651
0.554641 0.726703 7.93215
0.413218 1.34839 -0.0909123
0.424268 1.13097 0.307595
0.385573 0.615688 7.54502
0.744697 1.2073 2.3227
0.534901 1.14397 -0.662091
0.452865 0.838301 0.236279
0.390393 1.0861 -0.861773
0.773945 1.24949 0.0169388
0.460801 0.748824 -0.389102
0.568563 0.526707 24.9573
0.682596 1.09271 2.92669
0.536491 0.611215 -0.145127
0.697482 0.80838 -1.36116
0.390763 1.44058 1.05018
0.567121 0.614168 -0.198138
0.392487 0.794264 0.655121
0.443574 1.40409 -0.532462
0.439131 0.871038 0.328826
0.47061 0.796082 2.22008
0.564386 0.945822 0.26467
0.499199 0.896679 0.0183156
0.560107 1.10523 -0.393999
0.55319 1.13285 -0.333376
0.581983 0.728953 -0.0190095
0.358755 0.535676 1.1846
0.549767 0.347541 0.349114
0.421739 1.62775 2.64075
0.486792 1.4043 0.0542833
0.555946 1.00519 -7.20584
0.536285 0.739762 0.425363
0.675682 1.15116 -0.24869
0.505494 0.767919 0.990826
0.59798 0.651876 -7.39307
0.571986 0.56027 -0.10389
0.571811 0.909311 -0.659515
0.476396 1.36222 0.540715
0.368771 0.70528 -0.706831
0.446667 0.91683 1.23598
0.425096 1.08555 -0.134103
0.56211 0.712256 4.58866
0.798981 1.35746 -2.97247
0.47061 0.922441 -0.371587
0.467921 1.22243 0.534503
0.40583 1.0603 1.95094
0.493697 0.714025 -4.00166
0.587418 1.0259 -0.420482
0.37066 0.764797 -0.24827
0.487823 1.45363 0.545918
0.476511 1.34688 0.400233
0.463518 0.832808 0.123392
0.481956 1.04126 -2.2124
0.412982 0.546645 -5.62282
0.451723 1.43958 0.0472377
0.26291 1.5891 8.13904
0.577551 0.790077 1.47533
0.509482 1.10759 -6.38889
0.404392 1.02109 7.90177
0.552443 1.19817 -1.25328
0.611977 1.18258 8.15486
0.642815 0.654832 0.406472
0.250883 1.07455 -0.297044
0.394624 0.83999 -0.821052
0.547891 1.55711 -0.0400062
0.4487 0.957688 -1.03019
0.520565 0.884832 -0.0902464
0.371693 0.927478 -0.609838
0.3933 1.54083 0.560314
0.462573 1.13813 -1.41237
0.292255 1.24383 -6.01085
0.446401 0.885251 0.156855
0.507396 1.611 -0.177843
0.372585 1.0316 -16.944
0.527006 1.37462 0.729913
0.401659 1.0028 -1.30444
0.641182 1.41587 0.900889
0.547259 0.754288 -0.935857
0.531759 0.996171 0.631525
0.612934 0.463579 -4.29857
0.459556 0.964612 1.67135
0.488172 0.855697 14.2191
0.556397 1.15098 0.0479872
0.694 0.423963 -1.22092
0.446965 1.50193 0.455332
0.432242 0.751035 -0.735898
0.469662 0.848411 3.28662
0.518361 1.08299 -0.391975
0.329224 0.838785 0.787559
0.577432 0.547618 2.67706
0.577415 1.67888 -4.29523
0.555372 0.802599 0.750898
0.549571 1.04771 -3.7187
0.529885 1.4949 1.4299
0.539627 0.676595 7.7228
0.671844 1.30449 -2.3411
0.617474 0.501726 -3.24029
0.669735 0.780912 1.01224
0.610522 1.11804 -0.0532955
0.43657 1.21837 -0.239293
0.404202 1.146 -2.96302
0.507057 0.85386 -0.260648
0.469207 0.730941 -0.278925
0.427003 1.04341 -1.36524
0.489621 1.52992 -8.15818
0.448632 0.698848 5.91031
0.526127 1.31206 -34.3744
0.573974 0.610945 -10.9168
0.370146 0.876035 -1.07955
0.520415 0.895054 -0.439755
0.483646 0.704087 -47.4295
0.392088 1.1769 -0.034125
0.518272 0.875045 -1.74039
0.689846 1.31947 0.767122
0.496997 0.634978 -1.11557
0.430161 0.729257 0.14553
0.639535 1.52708 4.14569
0.706312 1.04759 -0.990576
0.424867 0.872504 0.729807
0.537746 0.857023 1.10469
0.503271 0.889299 -2.68317
0.527334 1.33031 0.998852
0.376787 1.17494 0.776571
0.380559 0.929301 -0.670319
0.528956 0.924717 0.842153
0.622236 1.02837 -1.12937
0.557519 0.911393 0.842496
0.549287 1.34825 2.25724
0.490435 1.00254 0.625721
0.444302 1.14171 -0.174492
0.476574 0.766692 -3.8413
0.493029 0.553147 1.33383
0.455771 0.837891 0.594974
0.436621 1.13641 3.61997
0.533962 1.37553 -50.1461
0.370294 0.938148 -0.242108
0.410938 0.974003 0.247937
0.486047 1.55256 1.67872
0.411262 2.07909 -1.18573
0.447231 1.30518 -3.63556
0.62104 0.987905 0.0738253
0.463934 1.56773 2.55368
0.490057 1.39549 0.626125
0.48447 1.19464 -2.27121
0.463223 0.715027 -1.77737
0.491498 0.927048 0.0405405
0.587732 0.905229 2.01386
0.54067 0.890518 -4.4674
0.520893 0.664569 -19.7884
0.541896 1.17728 0.088871
0.44365 1.19985 0.952596
0.482597 0.936157 -2.75655
0.359327 1.03189 -0.0639801
0.340335 1.19741 181.81
0.506619 1.34854 -1.03649
0.628279 0.8184 -1.25639
0.408263 0.870255 1.40417
0.547713 0.723479 -2.78836e-05
0.56761 0.769812 12.8658
0.56147 0.890806 -0.033496
0.45747 1.31452 -0.876239
0.612558 1.35328 -0.147711
0.449583 1.03582 21.0538
0.54243 0.831928 -0.470944
0.626821 0.680104 4.00925
0.650201 0.483587 0.2183
0.409303 1.19416 -13.6629
0.601691 1.02277 -6.38998
0.602817 1.09067 1.57858
0.457383 0.637743 -4.91343
0.623959 1.01459 1.21826
0.540233 1.57262 -0.459945
0.539014 1.03213 -1.45217
0.594675 1.05868 2.13295
0.528383 1.61954 0.863716
0.5712 0.532983 -0.804894
0.398252 0.811014 1.59597
0.568341 0.981511 0.776307
0.536649 0.773746 0.227635
0.525006 0.85785 -0.99569
0.470058 1.67328 -0.0757611
0.517472 1.23579 -0.451023
0.524758 0.763755 -4.41867
0.501403 0.808866 0.110306
0.527068 0.770449 5.28173
0.461447 1.6476 -1.04967
0.66914 1.75427 184.179
0.488792 1.34059 1.49821
0.589784 0.705697 0.676153
0.386991 1.00541 -1.35331
0.428623 0.275322 -0.686124
0.582796 1.22662 2.4649
0.549433 0.567693 3.18935
0.453326 0.91817 -0.262475
0.52552 1.42075 -1.34566
0.5228 0.780895 4.75625
0.454196 0.755527 -0.630444
0.468121 1.2146 -0.325337
0.524434 0.572462 -2.15201
0.626935 1.12962 0.722411
0.494507 1.21784 -18.7221
0.536166 1.36639 -1.90245
0.525368 0.928324 -68.161
0.442629 0.904088 -0.78706
0.528619 1.12685 7.51898
0.406933 1.12293 -0.426953
0.480677 0.727156 -0.179506
0.641644 0.968772 -1.74202
0.47009 1.25245 0.175767
0.446366 0.852179 -1.95959
0.513386 1.22489 0.222808
0.575173 1.21028 2.10465
0.414314 1.50347 6.5711
0.53251 1.30354 -5.24363
0.65734 1.13985 -0.584334
0.46633 0.591736 -0.876806
0.511681 1.0051 -0.984013
0.423764 0.918062 -1.97364
0.457664 0.921202 -6.17374
0.454067 0.565199 5.13567
0.600443 0.500801 3.13192
0.572791 1.16461 0.3149
0.46293 0.520701 13.8332
0.414276 1.06563 -1.90993
0.392804 0.840119 -1.0744
0.558319 0.98129 -0.71874
0.508436 0.974694 0.318422
0.570551 0.80129 0.694797
0.363238 0.527978 -4.7989
0.381303 0.671767 -0.52524
0.232942 0.780378 -0.343975
0.368801 0.764207 1.24057
0.418498 0.982769 1.4684
0.521113 1.51481 0.950421
0.589209 1.31958 -28.1292
0.626634 1.31263 -0.616618
0.434268 0.861981 -1.41934
0.571659 1.41396 -0.207471
0.401618 0.862665 1.46295
0.58014 0.960385 -0.530596
0.423833 1.56308 3.84154
0.476559 0.667216 0.147426
0.392145 0.856026 -2.38169
0.537422 0.519418 -0.256938
0.459679 1.09863 -1.05586
0.456692 0.749011 -0.327025
0.538916 0.967131 0.661644
0.409944 0.914021 1.48706
0.39933 1.13459 0.213102
0.672682 1.1393 3.06542
0.44956 0.739954 -0.286982
0.729494 1.56922 -1.78834
0.472263 0.779344 -1.09517
0.589101 0.454715 -0.203517
0.324513 1.58932 -0.511123
0.570251 1.37353 -1.09399
0.465159 0.504074 0.303488
0.506355 1.01057 -0.358876
0.353425 0.66248 1.08941
0.482199 1.04952 0.16499
0.398253 0.205348 -1.02941
0.500494 0.951461 -2.10022
0.43077 0.829045 -0.281272
0.703822 0.790607 -0.440276
0.315996 1.11816 -1.53721
0.660354 0.95137 -6.76799
0.494742 1.38001 -1.5311
0.658746 0.742303 51.7575
0.42071 0.758915 0.872218
0.635684 1.04144 -3.46246
0.486485 1.45981 3.13296
0.65271 0.904695 -1.57229
0.558405 0.686036 -0.999719
0.409125 1.02128 0.806209
0.494659 1.58101 0.755719
0.473965 0.790461 -0.747505
0.421368 0.655677 -0.9666
0.579131 0.552898 -1.33509
0.493345 0.629623 -0.519538
0.461926 1.40514 -2.56663
0.462625 0.822554 0.529964
0.290119 0.410096 -0.589208
0.599219 1.25755 0.17611
0.645609 0.958348 -0.00824955
0.522833 1.77747 0.655385
0.570395 0.933491 3.35546
0.666937 1.36083 0.0159795
0.365104 1.03042 -0.373692
0.650637 1.44197 0.0519629
0.537576 0.539345 4.62658
0.609601 0.684868 0.122147
0.576084 1.11891 13.1752
0.552987 0.721068 -0.359164
0.705478 1.67209 -31.238
0.474187 0.803767 -1.30573
0.499008 0.7273 0.0149544
0.342385 1.265 -0.0721955
0.675646 1.17696 -2.32006
0.519734 0.890874 2.4225
0.311468 0.896911 -1.62597
0.553495 1.03422 -2.72148
0.520929 0.643744 1.06603
0.43912 0.86375 -1.85452
0.49378 0.616791 -1.1684
0.482028 0.898149 1.58843
0.567701 0.854896 0.575289
0.633162 0.854623 -8.96279
0.524698 0.702454 0.192839
0.35427 1.29977 0.745619
0.357589 1.20751 -2.05211
0.588796 0.68807 0.668758
0.485793 0.98405 0.0542882
0.566094 0.956088 0.569666
0.418728 0.771564 -0.519575
0.631027 0.633996 -6.85409
0.369809 1.16836 0.614188
0.435781 0.419668 5.61416
0.50085 0.552637 -0.510474
0.311316 0.938544 -0.549652
0.399987 0.7771 -0.92786
0.495411 0.791227 0.126835
0.52767 0.646582 -0.222487
0.463059 1.27775 -2.1708
0.354088 1.00933 -1.00824
0.501087 0.669467 -2.9228
0.494299 0.800138 0.892512
0.497753 0.722948 1.34592
0.548562 0.92521 -0.674598
0.572702 1.00431 -0.506566
0.586598 1.34558 -0.297561
0.533429 0.69345 0.470998
0.675021 0.606031 -4.42767
0.379446 1.2875 1.43859
0.623631 0.48034 -1.5209
0.439903 1.07955 0.120851
0.492903 0.666097 -2.2212
0.367694 0.98841 -189.081
0.423579 0.782378 -1.43734
0.453354 1.25014 -0.161088
0.568918 0.950871 1.44471
0.583409 0.782879 -0.815424
0.467697 1.19244 -0.58977
0.355715 2.40142 -0.660452
0.515613 1.03792 0.316504
0.471649 0.781087 0.102321
0.586124 1.0824 0.821265
0.532328 1.01741 -0.251275
0.418073 0.658536 -1.92764
0.641242 0.974734 9.39086
0.513566 0.662281 -0.755555
0.514287 1.05844 -3.48831
0.349531 0.877576 -0.663935
0.463158 0.855022 -1.59563
0.562086 0.86576 1.04954
0.779849 0.794495 18.03
0.463352 0.602562 -1.05586
0.526573 0.665947 -0.169014
0.432478 1.15543 -2.8692
0.532291 1.9017 -0.139176
0.510599 1.09498 -6.46767
0.507101 1.10705 -0.642189
0.534883 1.51642 1.65787
0.689515 0.705341 -1.1057
0.56907 0.62709 0.0341741
0.607124 0.806724 -1.06348
0.413559 1.02833 59.9823
